,agile,ajax,angular,bachelor's,back end,c#,c++,computer science,css,css preprocessors,django,front end,git,github,html,java,javascript,less,mongodb,mysql,node,nosql,php,python,react,rest,ruby,sass,sql,swift,ui_ux
0,530,51,299,253,79,168,98,754,408,5,34,393,605,59,567,399,649,171,42,114,201,125,70,377,206,972,164,131,381,26,57
