,.net,agile,ajax,algorithm,angular,api,aws,bachelors,back end,bootstrap,c#,c++,computer science,css,data_structure,devops,django,drupal,es6,front end,git,github,html,information systems,java,javascript,jquery,less,linux,mongodb,mvc,mysql,node,nosql,object oriented,php,postgres,python,quality assurance,react,responsive,rest,ruby,sass,scrum,sql,testing,twig,ui_ux,wordpress
0,556,411,638,9,131,740,497,376,88,91,370,6,1217,1444,10,16,14,52,23,348,496,30,1593,30,1,1422,624,50,50,10,366,361,231,15,200,442,13,54,41,103,151,228,35,81,194,418,487,149,41,234
