,agile,algorithm,angular,api,aws,bachelors,back end,bootstrap,c++,computer science,data_structure,devops,front end,git,github,information systems,java,javascript,less,linux,mysql,node,object oriented,postgres,python,quality assurance,responsive,rest,sass,scrum,sql,testing
0,81,67,50,132,51,40,19,11,145,209,27,18,41,93,14,14,1,98,14,97,27,34,63,16,127,41,11,47,10,20,66,128
