, java , less , rest , sql ,agile,algorithm,angular,api,aws,bachelor's,back end,bootstrap,c++,computer science,data structure,devops,front end,git,github,information systems,javascript,linux,mysql,node,object oriented,postgres,python,qa,quality assurance,responsive,restful,sass,scrum,testing
0,1,14,30,66,81,67,50,132,51,40,19,11,145,209,27,18,41,93,14,14,98,97,27,34,63,16,127,32,9,11,17,10,20,128
