,.net,agile,ajax,algorithm,angular,api,bachelors,back end,c#,c++,computer science,cs,css,css preprocessors,data_structure,devops,django,drupal,es6,front end,git,github,html,information systems,java,javascript,jquery,lamp,less,linux,mongodb,mvc,mysql,node,nosql,object oriented,php,postgres,python,quality assurance,react,responsive,rest,ruby,sass,scrum,sql,swift,testing,twig,ui_ux,wordpress
0,588,468,818,303,472,1074,541,254,544,159,1558,17,1828,11,300,26,20,55,28,396,539,35,1999,43,421,1817,829,12,206,82,17,388,387,264,22,382,479,30,231,49,274,469,265,336,238,207,614,4,548,149,51,239
