, angular , bachelor , bachelor's , cs , css , html , java , lamp , less , mongo , node , react , rest , sql ,.net,agile,ajax,algorithm,angular.js,angularjs,api,bachelors,back end,c#,c++,computer science,css preprocessors,css3,data structure,devops,django,drupal,es2015,es6,front end,git,github,html5,information systems,javascript,jquery,linux,mongodb,mvc,mysql,node.js,nodejs,nosql,object oriented,php,postgres,python,qa,quality assurance,react.js,reactjs,responsive,restful,ruby,sass,scrum,swift,tdd,testing,twig,ui ux,wordpress
0,91,12,507,17,1111,1220,421,12,206,2,31,243,75,614,588,468,818,303,11,370,1074,22,254,544,159,1558,11,717,300,26,20,55,1,27,396,539,35,779,43,1817,829,82,15,388,387,66,167,22,382,479,30,231,31,18,7,24,469,190,336,238,207,4,12,536,149,51,239
