, angular , bachelor , bachelor's , cs , css , html , java , less , mongo , node , react , rest , sql ,.net,agile,ajax,algorithm,amazon web services,angular.js,angularjs,api,aws,bachelors,back end,bootstrap,c#,c++,computer science,css3,data structure,dev ops,devops,django,drupal,es2015,es6,front end,git,github,html5,information systems,javascript,jquery,linux,model view controller,mongodb,mvc,mysql,node.js,nodejs,nosql,object oriented,php,postgres,python,qa,quality assurance,react.js,reactjs,responsive,restful,ruby,sass,scrum,tdd,testing,twig,ui ux,wordpress
0,64,10,349,7,886,993,1,50,2,17,79,50,418,556,411,638,9,5,6,61,740,492,17,88,91,370,6,1210,558,10,1,15,14,52,1,22,348,496,30,600,30,1422,624,50,2,8,364,361,49,165,15,200,442,13,54,23,18,5,19,151,178,35,81,194,9,478,149,41,234
